time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-16T07:49:43.830Z,33.5956667,-116.8111667,5.62,0.1,ml,14,145,0.03934,0.08,ci,ci39664976,2020-10-16T18:29:46.577Z,earthquake,0.26,0.41,0.211,9,reviewed,ci,ci
2020-10-16T07:40:09.783Z,39.2021,-119.5953,6.3,1.2,ml,18,66.52,0.107,0.1694,nn,nn00778934,2020-10-17T02:26:53.144Z,earthquake,,1.6,0.31,10,reviewed,nn,nn
2020-10-16T07:39:54.920Z,37.7388333,-113.1598333,0.76,1.66,ml,17,56,0.1543,0.19,uu,uu60414647,2020-10-16T18:32:12.750Z,earthquake,0.41,1.9,0.144,3,reviewed,uu,uu
2020-10-16T07:33:07.830Z,33.1721667,-116.4058333,9.57,0.59,ml,39,50,0.09624,0.21,ci,ci39664968,2020-10-16T18:20:16.520Z,earthquake,0.24,0.58,0.124,17,reviewed,ci,ci
2020-10-16T07:27:11.890Z,17.9028,-66.8155,12,2.34,md,16,226,0.0964,0.16,pr,pr2020290005,2020-10-16T08:05:12.493Z,earthquake,0.76,0.48,0.18,8,reviewed,pr,pr
2020-10-16T07:25:28.410Z,39.6758,-119.9272,4.6,1.1,ml,15,76.27,0.073,0.1377,nn,nn00778930,2020-10-17T02:26:51.301Z,earthquake,,1.7,0.24,10,reviewed,nn,nn
2020-10-16T07:24:11.500Z,36.31383333,-98.15366667,6.88,1.6,ml,98,62,0.037792584,0.26,ok,ok2020uipb,2020-10-16T13:00:34.026Z,earthquake,,0.5,0.2,42,reviewed,ok,ok
2020-10-16T07:22:39.801Z,62.6771,-151.6159,14,1.2,ml,,,,0.63,ak,ak020dbq5h9o,2020-10-16T07:27:36.734Z,earthquake,,0.8,,,automatic,ak,ak
2020-10-16T07:18:41.513Z,59.8621,-153.4213,132,2.1,ml,,,,0.67,ak,ak020dbq4mhx,2020-10-16T08:14:26.040Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T06:58:46.740Z,39.6658,-119.932,7.6,-0.2,ml,5,100.37,0.063,0.0922,nn,nn00779004,2020-10-17T02:27:06.216Z,earthquake,,4.7,0.65,3,reviewed,nn,nn
2020-10-16T06:58:09.298Z,66.2166,-157.2645,6.6,1.3,ml,,,,0.77,ak,ak020dbprp64,2020-10-16T20:20:22.334Z,earthquake,,0.2,,,reviewed,ak,ak
2020-10-16T06:57:53.800Z,17.9648,-66.9161,9,2.89,md,22,184,0.0383,0.11,pr,pr2020290004,2020-10-16T09:10:44.040Z,earthquake,0.36,0.31,0.18,11,reviewed,pr,pr
2020-10-16T06:57:25.176Z,39.6778,-119.9256,6.2,1.8,ml,26,76.48,0.076,0.1517,nn,nn00778928,2020-10-17T02:26:49.427Z,earthquake,,1.1,0.24,9,reviewed,nn,nn
2020-10-16T06:44:45.271Z,39.6529,-120.4715,8.5,0.3,ml,4,223.07,0.231,0.1402,nn,nn00779064,2020-10-17T02:27:32.073Z,earthquake,,8.3,0.12,2,reviewed,nn,nn
2020-10-16T06:44:21.562Z,61.0943,-149.7713,39.8,1.3,ml,,,,0.79,ak,ak020dbpoq0c,2020-10-16T06:47:52.725Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T06:43:08.750Z,33.0313333,-116.4286667,8.5,0.6,ml,34,83,0.04653,0.16,ci,ci39664960,2020-10-16T18:09:04.562Z,earthquake,0.19,0.46,0.205,14,reviewed,ci,ci
2020-10-16T06:42:47.460Z,38.1755,-117.8093,10.3,1.4,ml,18,80.69,0.028,0.09,nn,nn00778926,2020-10-16T06:58:26.012Z,earthquake,,0.9,,,automatic,nn,nn
2020-10-16T06:42:36.120Z,35.9093333,-117.687,8.79,1.1,ml,19,73,0.04863,0.12,ci,ci39664952,2020-10-16T14:36:03.690Z,earthquake,0.2,0.56,0.154,14,reviewed,ci,ci
2020-10-16T06:35:22.231Z,39.197,-119.5979,7.7,2.7,ml,35,66.24,0.103,0.1583,nn,nn00778922,2020-10-17T04:50:10.505Z,earthquake,,0.9,0.42,14,reviewed,nn,nn
2020-10-16T06:35:17.970Z,48.62966667,-123.0425,15.11,0.28,md,8,97,0.08641,0.38,uw,uw61683362,2020-10-16T18:30:40.820Z,earthquake,0.92,2.3,0.190281393,6,reviewed,uw,uw
2020-10-16T06:29:12.630Z,37.603,-118.8605,4.67,0.55,md,19,112,0.01608,0.05,nc,nc73471346,2020-10-16T07:51:08.091Z,earthquake,0.47,0.59,0.206,18,reviewed,nc,nc
2020-10-16T06:28:13.170Z,35.907,-117.7305,4.47,0.79,ml,20,56,0.07677,0.09,ci,ci39664944,2020-10-16T17:58:57.713Z,earthquake,0.11,0.24,0.204,10,reviewed,ci,ci
2020-10-16T06:25:45.140Z,-11.6566,166.8336,230.9,4.7,mb,,73,7.12,0.5,us,us6000c8pr,2020-10-16T06:43:24.040Z,earthquake,11.1,7.8,0.071,60,reviewed,us,us
2020-10-16T06:24:39.720Z,40.0244,-119.6417,11.7,0.4,ml,4,173.19,0.161,0.0881,nn,nn00779063,2020-10-17T02:27:30.813Z,earthquake,,4.5,0.38,2,reviewed,nn,nn
2020-10-16T06:23:48.086Z,61.0015,-151.3559,67.8,1.1,ml,,,,0.23,ak,ak020dbpka0o,2020-10-16T06:27:40.756Z,earthquake,,1,,,automatic,ak,ak
2020-10-16T06:10:08.004Z,62.7584,-152.5447,8.8,1.2,ml,,,,0.79,ak,ak0203p92u1h8,2020-10-16T06:14:49.329Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T06:06:40.700Z,36.1226667,-117.8453333,2.24,0.76,ml,16,136,0.009234,0.06,ci,ci39664936,2020-10-16T20:22:13.043Z,earthquake,0.18,0.12,0.216,10,reviewed,ci,ci
2020-10-16T06:05:30.760Z,38.1205,-117.824,4.8,1.4,ml,16,105.84,0.057,0.08,nn,nn00778920,2020-10-16T06:36:06.078Z,earthquake,,0.7,,,automatic,nn,nn
2020-10-16T06:01:55.720Z,38.8045006,-122.7761688,4.26,0.73,md,9,126,0.01456,0.02,nc,nc73471341,2020-10-16T06:35:05.652Z,earthquake,0.56,1.67,,1,automatic,nc,nc
2020-10-16T06:01:29.495Z,65.3203,-163.2645,0,3,ml,,,,0.86,ak,ak020dbpfiu3,2020-10-16T06:35:42.040Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T05:57:02.200Z,33.4878333,-116.6126667,10.21,-0.06,ml,16,197,0.01111,0.1,ci,ci39664928,2020-10-16T17:54:54.785Z,earthquake,0.24,0.32,0.07,7,reviewed,ci,ci
2020-10-16T05:54:06.939Z,61.0485,-148.3068,0,1.4,ml,,,,1.32,ak,ak020dbp5efp,2020-10-16T20:20:22.219Z,ice quake,,0.3,,,automatic,ak,ak
2020-10-16T05:53:33.140Z,38.349,-117.9043,0,0.7,ml,11,212.01,0.184,0.45,nn,nn00778918,2020-10-16T06:06:25.084Z,earthquake,,33.5,,,automatic,nn,nn
2020-10-16T05:51:02.380Z,17.9665,-66.9173,9,3.18,md,22,185,0.0391,0.11,pr,pr2020290003,2020-10-16T06:57:17.204Z,earthquake,0.37,0.47,0.22,17,reviewed,pr,pr
2020-10-16T05:45:40.136Z,-5.3448,101.7916,27.16,4.5,mb,,112,1.517,0.51,us,us6000c8pm,2020-10-16T06:10:49.040Z,earthquake,7.7,6.3,0.172,10,reviewed,us,us
2020-10-16T05:43:07.698Z,31.697,-104.1409,1.35,2.6,mb_lg,,57,0.254,0.35,us,us6000c8pk,2020-10-16T05:56:17.040Z,earthquake,1.4,2,0.093,49,reviewed,us,us
2020-10-16T05:38:34.540Z,38.840168,-122.8373337,1.46,0.11,md,7,127,0.002137,0.02,nc,nc73471331,2020-10-16T05:53:04.352Z,earthquake,0.39,0.78,,1,automatic,nc,nc
2020-10-16T05:35:32.040Z,58.1835,-155.2833333,0.96,-0.29,ml,6,93,,0.07,av,av91009778,2020-10-16T23:15:30.390Z,earthquake,0.29,1.28,0.323763527,6,reviewed,av,av
2020-10-16T05:21:19.009Z,40.0211,-119.6416,12.8,0.7,ml,4,172.46,0.16,0.1056,nn,nn00779057,2020-10-17T02:27:29.527Z,earthquake,,5.2,0.45,3,reviewed,nn,nn
2020-10-16T05:20:05.608Z,63.4795,-148.8597,0.3,1.9,ml,,,,0.64,ak,ak020dboy3zw,2020-10-16T05:24:54.187Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T05:18:09.770Z,33.3828333,-116.3346667,9.77,0.52,ml,31,135,0.06221,0.17,ci,ci39664920,2020-10-16T17:50:34.729Z,earthquake,0.3,0.58,0.082,16,reviewed,ci,ci
2020-10-16T05:16:13.960Z,36.51,-81.0848333,5.26,-0.33,md,5,272,0.007472,0.2,se,se60312382,2020-10-16T14:15:22.660Z,earthquake,1.75,0.75,0.079,4,reviewed,se,se
2020-10-16T05:15:31.530Z,35.7751667,-117.5971667,6.85,1.37,ml,33,53,0.04049,0.13,ci,ci39664912,2020-10-16T17:27:34.920Z,earthquake,0.14,0.33,0.226,18,reviewed,ci,ci
2020-10-16T05:12:00.273Z,62.9807,-150.7967,106.9,1.6,ml,,,,0.29,ak,ak020dbowduj,2020-10-16T05:15:33.147Z,earthquake,,1.1,,,automatic,ak,ak
2020-10-16T05:11:58.650Z,38.8371658,-122.8073349,2.4,0.56,md,7,113,0.01333,0.02,nc,nc73471326,2020-10-16T05:29:07.214Z,earthquake,0.68,1.57,,1,automatic,nc,nc
2020-10-16T04:49:59.510Z,17.9258,-66.7383,6,2.27,md,16,229,0.1493,0.24,pr,pr2020290002,2020-10-16T06:04:10.738Z,earthquake,0.81,0.47,0.2,10,reviewed,pr,pr
2020-10-16T04:35:59.640Z,33.5948333,-116.807,5.63,0.54,ml,24,60,0.03583,0.1,ci,ci39664904,2020-10-16T14:37:07.370Z,earthquake,0.2,0.39,0.139,18,reviewed,ci,ci
2020-10-16T04:32:00.590Z,36.8753319,-121.6108322,5.65,2.29,md,40,37,0.06892,0.13,nc,nc73471311,2020-10-16T06:12:06.480Z,earthquake,0.25,0.63,0.18,37,automatic,nc,nc
2020-10-16T04:31:37.530Z,38.545,-112.5448333,2.31,1.21,md,8,199,0.1,0.08,uu,uu60414642,2020-10-16T15:19:46.100Z,earthquake,1.24,5.55,0.287,4,reviewed,uu,uu
2020-10-16T04:25:57.200Z,38.1848,-117.9007,9,1,ml,10,121.88,0.155,0.13,nn,nn00778914,2020-10-16T05:16:44.521Z,earthquake,,10.1,,,automatic,nn,nn
2020-10-16T04:18:40.070Z,38.8079987,-122.8186646,3.25,1.12,md,7,112,0.00826,0.02,nc,nc73471306,2020-10-16T05:32:04.227Z,earthquake,0.6,1.26,,1,automatic,nc,nc
2020-10-16T04:11:09.357Z,40.0835,-119.6897,15.8,0.7,ml,4,168.39,0.093,0.1966,nn,nn00779056,2020-10-17T02:27:28.258Z,earthquake,,7.3,0,1,reviewed,nn,nn
2020-10-16T04:07:15.480Z,38.1557,-117.9398,8.8,0.7,ml,13,95.32,0.02,0.13,nn,nn00778912,2020-10-16T04:21:04.887Z,earthquake,,2,,,automatic,nn,nn
2020-10-16T04:01:03.489Z,39.422,-119.8533,11.9,0.8,ml,17,92.97,0.08,0.1393,nn,nn00779013,2020-10-17T02:27:11.267Z,earthquake,,1.4,0.37,5,reviewed,nn,nn
2020-10-16T03:57:33.610Z,38.8380013,-122.7863312,1.96,0.56,md,9,85,0.00316,0.02,nc,nc73471301,2020-10-16T05:06:07.089Z,earthquake,0.6,1.22,,1,automatic,nc,nc
2020-10-16T03:54:17.743Z,62.274,-149.8026,5.7,1.4,ml,,,,0.64,ak,ak020dbnyk2n,2020-10-16T04:06:44.873Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T03:50:25.700Z,40.1107,-119.6736,15.9,0.9,ml,5,187.96,0.075,0.0731,nn,nn00779054,2020-10-17T02:27:27.005Z,earthquake,,3,0.45,2,reviewed,nn,nn
2020-10-16T03:50:24.820Z,38.1687,-117.8853,12.7,1.2,ml,14,70.24,0.02,0.13,nn,nn00778910,2020-10-16T04:05:45.402Z,earthquake,,0.6,,,automatic,nn,nn
2020-10-16T03:48:17.710Z,44.301,-115.167,8.91,1.44,ml,8,125,0.271,0.2,mb,mb80470384,2020-10-16T14:48:14.460Z,earthquake,0.68,1.13,0.246,8,reviewed,mb,mb
2020-10-16T03:46:27.970Z,35.887,-117.6283333,5.39,2.08,ml,47,30,0.05319,0.14,ci,ci39664888,2020-10-16T17:19:59.000Z,earthquake,0.1,0.31,0.175,24,reviewed,ci,ci
2020-10-16T03:34:13.666Z,66.0073,-148.8799,12,2,ml,,,,0.83,ak,ak020dbnu9g5,2020-10-16T03:38:34.881Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T03:32:58.100Z,38.8359985,-122.8213348,16.21,0.17,md,11,72,0.01135,0.11,nc,nc73471291,2020-10-16T04:26:04.868Z,earthquake,2.16,11.06,,1,automatic,nc,nc
2020-10-16T03:31:43.490Z,37.6326667,-118.9255,5.33,1.28,md,22,61,0.01912,0.04,nc,nc73471286,2020-10-16T23:18:04.998Z,earthquake,0.34,0.45,0.195,20,reviewed,nc,nc
2020-10-16T03:30:51.600Z,46.8733333,-112.5263333,14.44,1.46,ml,15,103,0.05,0.11,mb,mb80470379,2020-10-16T20:32:00.160Z,earthquake,0.41,0.44,0.077,5,reviewed,mb,mb
2020-10-16T03:27:26.190Z,54.09616667,-165.6631667,16.15,-0.02,ml,8,331,,0.22,av,av91009758,2020-10-16T22:58:39.440Z,earthquake,1.79,1.31,0.316906527,7,reviewed,av,av
2020-10-16T03:26:34.471Z,64.5999,-147.0072,14.3,0.9,ml,,,,0.35,ak,ak020dbnslax,2020-10-16T03:31:13.963Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T03:20:26.480Z,58.34883333,-154.4891667,1.63,-0.62,ml,4,273,,0.17,av,av91009768,2020-10-16T23:04:51.560Z,earthquake,1.06,3.15,0.204780525,4,reviewed,av,av
2020-10-16T03:09:11.010Z,38.9003,-118.2103,7.6,1.3,ml,13,119.58,0.174,0.06,nn,nn00778906,2020-10-16T03:47:45.163Z,earthquake,,7.4,,,automatic,nn,nn
2020-10-16T03:08:25.650Z,33.5958333,-116.8086667,5.51,-0.09,ml,16,77,0.03726,0.09,ci,ci39664880,2020-10-16T17:09:13.940Z,earthquake,0.21,0.39,0.199,8,reviewed,ci,ci
2020-10-16T03:07:24.570Z,33.5955,-116.8093333,5.49,0.45,ml,31,45,0.0378,0.15,ci,ci39664872,2020-10-16T17:04:17.630Z,earthquake,0.18,0.48,0.235,11,reviewed,ci,ci
2020-10-16T02:59:34.570Z,33.9815,-116.9798333,13.58,0.88,ml,42,56,0.07495,0.16,ci,ci39664864,2020-10-16T16:53:09.664Z,earthquake,0.16,0.4,0.135,20,reviewed,ci,ci
2020-10-16T02:53:17.155Z,60.8218,-150.7343,24.4,1,ml,,,,0.27,ak,ak020dbncwoz,2020-10-16T02:56:20.592Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T02:46:13.498Z,60.0468,-153.1478,113.3,1.7,ml,,,,0.35,ak,ak020dbnbedo,2020-10-16T02:53:10.195Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T02:42:26.835Z,39.0239,-99.5571,5,2.5,mb_lg,,104,0.252,1.03,us,us6000c8nc,2020-10-16T03:00:46.040Z,earthquake,4.5,2,0.065,61,reviewed,us,us
2020-10-16T02:40:56.569Z,38.566,-118.4319,5.9,0.3,ml,9,186.02,0.094,0.0837,nn,nn00779053,2020-10-17T02:27:25.660Z,earthquake,,12.4,0,1,reviewed,nn,nn
2020-10-16T02:40:40.700Z,17.9418,-66.9805,9,2.56,md,22,213,0.0695,0.13,pr,pr2020290001,2020-10-16T04:28:49.370Z,earthquake,0.41,0.44,0.24,12,reviewed,pr,pr
2020-10-16T02:38:15.502Z,62.1569,-149.6869,43.6,1.5,ml,,,,0.79,ak,ak020dbn9otu,2020-10-16T02:44:28.947Z,earthquake,,0.9,,,automatic,ak,ak
2020-10-16T02:35:28.330Z,19.22699928,-155.4048309,31.20999908,1.85,ml,40,146,,0.129999995,hv,hv72182441,2020-10-16T02:41:00.070Z,earthquake,0.59,0.800000012,0.38,3,automatic,hv,hv
2020-10-16T02:34:54.587Z,60.9254,-151.3489,65.4,3.1,ml,,,,0.71,ak,ak020dbn8x0e,2020-10-16T18:48:35.143Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T02:28:36.570Z,36.1175,-89.7346667,9.95,2.16,md,32,36,0.02656,0.03,nm,nm60312372,2020-10-16T14:03:24.840Z,earthquake,0.36,0.54,0.119,25,reviewed,nm,nm
2020-10-16T02:28:25.310Z,46.87683333,-121.7928333,-0.62,0.72,ml,13,84,0.026,0.11,uw,uw61683307,2020-10-16T18:24:19.180Z,earthquake,0.37,0.95,0.458453946,7,reviewed,uw,uw
2020-10-16T02:16:34.370Z,17.9076,-66.8491,15,2.22,md,18,222,0.0739,0.12,pr,pr2020290000,2020-10-16T02:49:54.384Z,earthquake,0.76,0.59,0.12,7,reviewed,pr,pr
2020-10-16T02:15:16.990Z,38.1753,-117.8527,13.6,1.2,ml,12,91.77,0.009,0.1,nn,nn00778904,2020-10-16T02:23:03.790Z,earthquake,,0.7,,,automatic,nn,nn
2020-10-16T02:12:37.670Z,35.5403333,-117.4111667,4.97,1.09,ml,28,66,0.04102,0.15,ci,ci39664848,2020-10-16T16:26:22.581Z,earthquake,0.19,0.3,0.132,13,reviewed,ci,ci
2020-10-16T02:10:14.950Z,38.8318329,-122.8150024,1.25,0.56,md,6,138,0.009263,0.01,nc,nc73471281,2020-10-16T02:37:05.266Z,earthquake,0.49,1.55,,1,automatic,nc,nc
2020-10-16T02:02:00.550Z,35.7196667,-117.5638333,6.65,1.49,ml,24,130,0.0997,0.15,ci,ci39664840,2020-10-16T14:37:10.190Z,earthquake,0.29,0.8,0.167,24,reviewed,ci,ci
2020-10-16T01:54:36.780Z,48.31033333,-123.2698333,22.14,1.12,ml,13,116,0.1093,0.26,uw,uw61683302,2020-10-16T18:05:14.590Z,earthquake,0.71,1.23,0.035628598,6,reviewed,uw,uw
2020-10-16T01:48:52.457Z,39.4187,-119.8568,12.1,0.7,ml,7,97.71,0.188,0.157,nn,nn00779009,2020-10-17T02:27:09.422Z,earthquake,,4.2,0.38,5,reviewed,nn,nn
2020-10-16T01:48:27.810Z,33.6421667,-116.705,13.51,0.49,ml,27,69,0.03726,0.1,ci,ci39664832,2020-10-16T16:19:49.584Z,earthquake,0.14,0.29,0.253,10,reviewed,ci,ci
2020-10-16T01:47:36.610Z,44.7203333,-110.6841667,4.7,2.04,ml,16,104,0.006004,0.15,uu,uu60414637,2020-10-16T15:16:35.590Z,earthquake,0.4,0.35,0.019,2,reviewed,uu,uu
2020-10-16T01:47:19.680Z,58.201,-155.2603333,2.39,-0.8,ml,6,95,,0.1,av,av91009753,2020-10-16T22:47:47.530Z,earthquake,0.29,0.97,0.218972399,6,reviewed,av,av
2020-10-16T01:46:19.533Z,39.394,-119.8658,11.4,0.3,ml,9,96.54,0.166,0.1015,nn,nn00779008,2020-10-17T02:27:07.994Z,earthquake,,2.4,0.41,4,reviewed,nn,nn
2020-10-16T01:35:47.690Z,-20.8104,-69.0171,112.92,4.1,mb,,81,0.678,0.7,us,us6000c8mx,2020-10-16T02:02:15.040Z,earthquake,5.8,9.6,0.262,4,reviewed,us,us
2020-10-16T01:17:55.000Z,35.09933333,-96.32383333,5.52,1.7,ml,72,106,0.251950559,0.28,ok,ok2020uicy,2020-10-16T12:51:18.899Z,earthquake,,0.8,0.2,28,reviewed,ok,ok
2020-10-16T01:15:17.639Z,66.2664,-157.4301,16.5,1.8,ml,,,,0.95,ak,ak020dbmjbvr,2020-10-16T01:19:00.496Z,earthquake,,0.6,,,automatic,ak,ak
2020-10-16T01:14:29.250Z,33.0593333,-115.5728333,5.84,1.48,ml,42,43,0.02236,0.23,ci,ci39664824,2020-10-16T16:10:47.470Z,earthquake,0.19,0.32,0.207,16,reviewed,ci,ci
2020-10-16T01:09:23.160Z,34.8113333,-118.923,13.57,1.4,ml,34,50,0.04561,0.2,ci,ci39664816,2020-10-16T15:56:39.452Z,earthquake,0.25,0.36,0.141,17,reviewed,ci,ci
2020-10-16T01:08:48.450Z,33.0618333,-115.5728333,5.81,1.45,ml,43,39,0.02471,0.2,ci,ci39664808,2020-10-16T15:43:13.385Z,earthquake,0.16,0.3,0.155,19,reviewed,ci,ci
2020-10-16T01:07:45.380Z,38.8266667,-122.4811667,5.55,1.2,md,5,144,0.03345,0.08,nc,nc73471271,2020-10-16T03:16:05.486Z,earthquake,0.5,0.91,0.168,5,reviewed,nc,nc
2020-10-16T01:01:51.320Z,54.082,-165.6206667,15.66,-0.23,ml,7,334,,0.1,av,av91009748,2020-10-16T22:43:16.540Z,earthquake,1.29,1.37,0.159204508,6,reviewed,av,av
2020-10-16T01:01:05.356Z,61.0847,-151.0732,57.7,1.7,ml,,,,0.52,ak,ak020dbmgayl,2020-10-16T01:05:19.194Z,earthquake,,0.8,,,automatic,ak,ak
2020-10-16T00:58:49.718Z,36.6414,-5.3689,10,4.3,mwr,,80,0.696,0.62,us,us6000c8mr,2020-10-16T21:04:21.680Z,earthquake,4.3,1.9,0.08,15,reviewed,us,us
2020-10-16T00:56:52.063Z,61.4046,-147.3566,12.7,1.5,ml,,,,0.6,ak,ak020dbm6rbm,2020-10-16T01:05:19.080Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T00:45:12.030Z,19.15966606,-155.4606628,32.56000137,1.85000002,md,36,137,,0.119999997,hv,hv72182291,2020-10-16T00:48:19.930Z,earthquake,0.78,1.08000004,0.230000004,5,automatic,hv,hv
2020-10-16T00:40:54.530Z,19.24016667,-155.4125,32.77,2.59,md,55,110,,0.12,hv,hv72182286,2020-10-16T01:56:57.849Z,earthquake,0.45,0.56,0.150480988,26,reviewed,hv,hv
2020-10-16T00:38:24.952Z,60.6067,-147.5598,18.3,1.5,ml,,,,0.81,ak,ak020dbm2ucj,2020-10-16T00:43:06.629Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T00:32:45.680Z,10.4529,122.2611,35,4.8,mb,,98,4.696,0.7,us,us6000c8ms,2020-10-16T06:11:25.185Z,earthquake,8.6,1.2,0.076,53,reviewed,us,us
2020-10-16T00:31:29.010Z,38.0497,-118.7592,6.5,1.6,ml,16,101.11,0.292,0.1,nn,nn00778896,2020-10-16T00:47:57.972Z,earthquake,,11.7,,,automatic,nn,nn
2020-10-16T00:27:18.181Z,60.1306,-141.0547,3.6,1.8,ml,,,,0.77,ak,ak020dbm0gxg,2020-10-16T00:35:15.706Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T00:21:30.220Z,35.8996667,-117.7273333,5.65,0.39,ml,15,63,0.07885,0.07,ci,ci39664768,2020-10-16T00:31:02.896Z,earthquake,0.14,0.5,0.186,7,reviewed,ci,ci
2020-10-16T00:20:05.507Z,60.3101,-143.4997,0,2,ml,,,,0.99,ak,ak020dblyxzs,2020-10-16T00:28:54.897Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T00:19:36.300Z,38.1375,-118.0112,7.6,1.3,ml,11,145.96,0.037,0.01,nn,nn00778893,2020-10-16T00:22:57.552Z,earthquake,,1.1,,,automatic,nn,nn
2020-10-16T00:16:31.260Z,35.4146667,-117.7566667,6.3,1.26,ml,25,83,0.08885,0.14,ci,ci39664760,2020-10-16T00:28:00.226Z,earthquake,0.22,0.55,0.194,21,reviewed,ci,ci
2020-10-16T00:08:23.404Z,8.1153,-37.947,10,5,mb,,43,14,0.67,us,us6000c8mg,2020-10-16T00:38:07.040Z,earthquake,9.3,1.8,0.024,545,reviewed,us,us
2020-10-15T23:36:23.370Z,38.1743,-117.969,7,1.1,ml,16,108.7,0.032,0.13,nn,nn00778883,2020-10-15T23:40:23.103Z,earthquake,,1.1,,,automatic,nn,nn
2020-10-15T23:24:37.120Z,33.914,-117.558,15.74,0.97,ml,21,82,0.05017,0.1,ci,ci39664712,2020-10-16T00:01:10.121Z,earthquake,0.23,0.34,0.196,12,reviewed,ci,ci
2020-10-15T23:06:34.633Z,63.3641,-149.818,104.2,2,ml,,,,0.44,ak,ak020dac1mlo,2020-10-15T23:13:10.229Z,earthquake,,0.6,,,automatic,ak,ak
2020-10-15T23:05:47.500Z,34.0913333,-117.2171667,5.44,1.2,ml,34,83,0.02991,0.13,ci,ci39664704,2020-10-15T23:57:41.370Z,earthquake,0.15,0.3,0.178,26,reviewed,ci,ci
2020-10-15T23:03:05.017Z,60.4405,-143.5018,0,1.2,ml,,,,1.07,ak,ak020dac0x4f,2020-10-15T23:13:10.095Z,earthquake,,1,,,automatic,ak,ak
2020-10-15T22:56:55.610Z,36.4733333,-81.0856667,2.34,-0.67,md,4,133,0.008929,0.05,se,se60312367,2020-10-16T14:20:04.400Z,earthquake,0.35,0.81,0.063,4,reviewed,se,se
2020-10-15T22:50:21.660Z,38.9613333,-111.4463333,-2.24,1.22,ml,10,73,0.07713,0.08,uu,uu60414617,2020-10-16T15:10:54.530Z,earthquake,0.48,0.68,0.106,3,reviewed,uu,uu
2020-10-15T22:49:29.677Z,60.3314,-143.6104,0,2.5,ml,,,,0.89,ak,ak020dabpef0,2020-10-15T23:03:08.710Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-15T22:49:27.830Z,33.6705,-116.7353333,13.57,0.28,ml,12,106,0.04423,0.08,ci,ci39664696,2020-10-16T17:11:45.048Z,earthquake,0.27,0.32,0.135,6,reviewed,ci,ci
2020-10-15T22:48:18.060Z,51.7635,-177.0725,15.07,0.77,ml,6,274,,0.07,av,av91009743,2020-10-16T20:44:21.290Z,earthquake,2.11,1.46,0.567682378,6,reviewed,av,av
2020-10-15T22:46:43.680Z,58.197,-155.2625,2.5,-0.66,ml,6,94,,0.14,av,av91009738,2020-10-16T20:41:56.770Z,earthquake,0.37,1.1,0.260518124,6,reviewed,av,av
2020-10-15T22:45:27.140Z,32.9195,-116.337,5.98,1.23,ml,37,70,0.04499,0.15,ci,ci39664688,2020-10-15T23:44:34.930Z,earthquake,0.17,0.38,0.113,20,reviewed,ci,ci
2020-10-15T22:41:37.374Z,-20.8091,-177.7326,475.85,4.2,mb,,134,5.013,0.66,us,us6000c8m7,2020-10-15T23:04:30.040Z,earthquake,15.5,10.1,0.1,28,reviewed,us,us
2020-10-15T22:37:59.946Z,63.257,-150.6086,18.3,1,ml,,,,0.36,ak,ak020dabmw51,2020-10-15T23:03:08.575Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-15T22:29:08.051Z,44.2843,-115.1013,10,2.7,ml,,66,0.296,1.18,us,us6000c8m9,2020-10-16T06:31:50.313Z,earthquake,1.6,2,0.055,44,reviewed,us,us
2020-10-15T22:20:17.960Z,33.1703333,-116.0078333,7.14,1.49,ml,59,37,0.111,0.18,ci,ci39664648,2020-10-15T23:38:28.530Z,earthquake,0.14,0.58,0.138,22,reviewed,ci,ci
2020-10-15T22:14:48.539Z,36.45866667,-98.76233333,8.93,0.96,ml,20,169,0.025195056,0.05,ok,ok2020uhwx,2020-10-16T21:52:28.588Z,earthquake,,0.2,0.35,4,reviewed,ok,ok
2020-10-15T22:06:27.755Z,-3.4216,100.0797,10,4.5,mb,,166,3.017,0.97,us,us6000c8m0,2020-10-15T22:34:22.040Z,earthquake,9.9,1.9,0.15,13,reviewed,us,us
2020-10-15T22:04:14.060Z,17.9393,-66.9291,12,2.17,md,13,215,0.0614,0.2,pr,pr2020289012,2020-10-15T23:29:04.784Z,earthquake,0.89,0.59,0.27,7,reviewed,pr,pr
